mmsi,vessel_code,vessel_name,imo,call_sign,l,w,draft,cargo,vessel_group
484012,,,,,,,,,
1055232,,,,,,,,,
3160089,,SPERRY MARINE CANADA,,VX9DHX,,,,,
9108431,,,,,,,,,
11503166,,,,,,,,,
11505214,,,,,,,,,
13451726,,,,,,,,,
31601411,,,,,,,,,
32148794,,,,,,,,,
34966475,,,,,,,,,
35204160,,,,,,,,,
36766590,,,,,,,,,
49515438,,,,,,,,,
69769544,,,,,,,,,
72758942,,,,,,,,,
94007954,,,,,,,,,
98576546,,,,,,,,,
99764294,,,,,,,,,
102071408,,,,,,,,,
106268136,,,,,,,,,
109692755,,,,,,,,,
114022896,,,,,,,,,
114675793,,,,,,,,,
114677071,,,,,,,,,
114685272,,,,,,,,,
114688403,,,,,,,,,
114704034,,,,,,,,,
162897408,,,,,,,,,
170194594,,,,,,,,,
182451015,,,,,,,,,
183893310,,,,,,,,,
188524148,,,,,,,,,
198967706,,,,,,,,,
200000000,,,,,,,,,
207832088,,,,,,,,,
209087000,,,,,,,,,
209996004,,,,,,,,,
210562000,,,,,,,,,
210574673,,,,,,,,,
210942288,,,,,,,,,
211002010,,,,,,,,,
211608930,,,,,,,,,
212955000,,,,,,,,,
218820001,,,,,,,,,
219027000,,,,,,,,,
219031000,,,,,,,,,
219033000,,,,,,,,,
219193985,,,,,,,,,
224288430,,,,,,,,,
227034560,,WOLLOMBI II,,FGG6319,,,,,
227129060,,,,,,,,,
227205840,,,,,,,,,
227295350,,,,,,,,,
227405042,,,,,,,,,
227405170,,,,,,,,,
227504120,,MANEVAI,,FS2004,,,,,
227638440,,YVINEC,,FGE4240,,,,,
227695640,,KEA,,FGE9779,,,,,
228763000,,,,,,,,,
229087000,,,,,,,,,
229362376,,,,,,,,,
232005709,,ALAUDA,,MALK9,,,,,
232007935,,CMA CGM J ADAMS,IMO9780885,MAZS6,,,,,
232008102,,,,,,,,,
232012242,,,,,,,,,
232555374,,,,,,,,,
232649202,,,,,,,,,
232776082,,,,,,,,,
232806518,,,,,,,,,
233162168,,,,,,,,,
233514930,,,,,,,,,
233547512,,,,,,,,,
233549148,,,,,,,,,
234822280,,,,,,,,,
234927320,,,,,,,,,
235012130,,,,,,,,,
235018555,,SANNA II,,MFDQ8,,,,,
235088654,,VOLUNTEER,,2EWD9,,,,,
235088662,,COLUMBIA,,2EWE7,,,,,
235088663,,RAINBOW,,2EWE8,,,,,
235088685,,,,,,,,,
235090095,,HAPPY SOCKS,,2FCM6,,,,,
235099968,,NDS DARWIN,,2GRU5,,,,,
235100314,,RAJAH LAUT,,2GTD2,,,,,
235111511,,VALENTINA,,2IOQ4,,,,,
235114759,,RUM RUNNER,,2JCM4,,,,,
235116535,,STRANGE ATTRACTOR,,2JJW3,,,,,
235849004,,,,,,,,,
241528000,,,,,,,,,
242253432,,,,,,,,,
242818496,,,,,,,,,
244391188,,DUAL DRAGONS,,PH8770,,,,,
245206012,,EURODAM 12 / PHOS12,,,,,,,
247009616,,,,,,,,,
247303784,,,,,,,,,
248065000,,AISLING,IMO9793246,9HA4498,,,,,
248170992,,,,,,,,,
248249000,,,,,,,,,
248376000,,,,,,,,,
248426000,,,,,,,,,
248440000,,,,,,,,,
248457000,,,,,,,,,
249029004,,,,,,,,,
249167000,,CMA CGM OHIO,IMO9722687,9HA4132,,299.899993896484,,,
249169000,,CMA CGM RIO GRANDE,IMO9722699,9HA4134,,299.899993896484,,,
249202000,,,,,,,,,
249322000,,CMA CGM JACQUES JUNI,IMO9722716,9HA4198,,299.899993896484,,,
249431000,,,,,,,,,
249783000,,CAPE KORTIA,IMO9727613,9HA4377,,330.0,,,
249832000,,EURUS VENTURE,IMO9725897,9HA4394,,189.99000549316398,,,
253616113,,,,,,,,,
255809776,,,,,,,,,
256242000,,LILY OLDENDORFF,IMO9698434,9HA3861,,,,,
256871002,,,,,,,,,
256968000,,CMA CGM COLUMBIA,IMO9722663,9HA4048,,299.899993896484,,,
257160000,,,,,,,,,
258565810,,STORM,,LK9167,,,,,
258599004,,,,,,,,,
261022170,,ROCKNROLL II,,SPS2991,,,,,
265525820,,,,,,,,,
265549870,,LIV,,SM7YNX,,,,,
265589130,,DAWNBREAKER,,SIGF,,,,,
265706490,,,,,,,,,
269022984,,,,,,,,,
269101630,,INSPIRITY,,HBY4370,,,,,
269110210,,JADE AKKA,,HBY5087,,,,,
269864920,,,,,,,,,
272725920,,,,,,,,,
281308206,,,,,,,,,
283082994,,,,,,,,,
283574233,,,,,,,,,
291560738,,,,,,,,,
299226452,,,,,,,,,
301339939,,,,,,,,,
303328004,,,,,,,,,
303398002,,,,,,,,,
303435692,,,,,,,,,
303681000,,MOUNT DRUM,,WDJ7294,,,,,
303889217,,,,,,,,,
304456493,,,,,,,,,
311000462,,AVOCET ARROW,IMO9448255,C6CG2,,199.97999572753898,,,
311000641,,,,,,,,,
311037804,,,,,,,,,
311061569,,,,,,,,,
311349004,,,,,,,,,
311353004,,,,,,,,,
311393327,,,,,,,,,
311811320,,,,,,,,,
312341234,,,,,,,,,
314713526,,,,,,,,,
315389390,,,,,,,,,
315476947,,,,,,,,,
315494146,,,,,,,,,
315634460,,,,,,,,,
315678036,,,,,,,,,
315880443,,,,,,,,,
315922599,,,,,,,,,
315999977,,,,,,,,,
316000601,,,,,,,,,
316001027,,CARMANAH I,,,,,,,
316001028,,KAL-ANNE,,,,,,,
316001064,,,,,,,,,
316001160,,,,,,,,,
316001290,,CCGC OTTER BAY,,CG3262,,,,,
316001310,,GWAII HAANAS II,,CFC2760,,17.3099994659424,5.26000022888184,,
316001416,,SPIRIT OF DELTA,,,,,,,
316001464,,JUDY LEE,,,,14.630000114440902,5.03000020980835,,
316001479,,,,,,,,,
316001538,,JOHN STRICKLAND,,CZ4835,,14.9399995803833,4.42000007629395,,
316001597,,,,,,,,,
316001659,,,,,,,,,
316001723,,PACIFIC BOUNTY,,,,,,,
316001735,,,,,,,,,
316001749,,SIYAY,,,,,,,
316001753,,RCM-SAR 33 BRAVO,,CFG7745,,,,,
316001763,,,,,,,,,
316001765,,BATTLER,,CZ8085,,,,,
316001777,,MOORHEN,,CFG7696,,,,,
316001781,,,,,,,,,
316001819,,VIGILANT,,,,7.619999885559079,2.44000005722046,,
316001885,,ISLAND NAVIGATOR,,,,18.5,6.0,,
316001907,,KNOTTY GAL,,,,,,,
316002054,,PROFILER II,,CZ2496,,11.5699996948242,5.699999809265139,,
316002091,,,,,,,,,
316002538,,TALISMAN NO 1,,,,,,,
316002721,,,,,,,,,
316002727,,,,,,,,,
316002732,,,,,,,,,
316002839,,SHIRLEY EVELYN,,CFG7251,,11.130000114440902,3.9000000953674303,,
316002933,,AUXILIARY 7,,,,,,,
316002956,,,,,,,,,
316002976,,,,,,,,,
316003159,,,,,,,,,
316003366,,HASTE,,VG7610,,,,,
316003392,,,,,,,,,
316003455,,,,,,,,,
316003481,,OCEAN PARK,,VD4400,,13.229999542236301,4.42000007629395,,
316003486,,,,,,,,,
316003567,,THANE,,VY6541,,,,,
316003642,,NIGHT EAGLE,,,,,,,
316003695,,MARIE-EVE II,,VD7222,,,,,
316003699,,,,,,,,,
316003701,,COLD FISH,,,,11.5,4.17000007629395,,
316003709,,,,,,,,,
316003804,,,,,,,,,
316003917,,,,,,,,,
316003987,,AUXILIARY 6,,,,,,,
316004029,,,,,,,,,
316004039,,MAPLE LEAF,,VA4KIU,,18.1399993896484,4.480000019073491,,
316004280,,CARPE VENTUS,,CFI4644,,,,,
316004376,,ISLAND REWARD,,,,,,,
316004418,,EGRET,,CFL5358,,,,,
316004434,,BIG DOG'S,,CFK9747,,,,,
316004458,,,,,,,,,
316004479,,KINETIC,,CFG7437,,12.890000343322802,4.5,,
316004659,,F W WRIGHT,,,,,,,
316004727,,NORTH ISLE,,,,,,,
316004812,,QUICK CHANGE II,,CFG7352,,,,,
316004868,,TRIPLE M III,,CZ3363,,14.020000457763699,4.32999992370605,,
316004908,,ENTERPRISE V,,,,,,,
316004955,,POD PILOT,,CFG7386,,11.8999996185303,3.25,,
316004971,,EMPRESS III,,,,,,,
316005154,,,,,,,,,
316005203,,,,,,,,,
316005205,,,,,,,,,
316005232,,WYNDWARD,,,,,,,
316005257,,GM VENTURE,,,,,,,
316005316,,,,,,,,,
316005331,,,,,,,,,
316005408,,,,,,,,,
316005420,,,,,,,,,
316005454,,,,,,,,,
316005524,,ESTELLE,,CFH8961,,12.220000267028801,3.99000000953674,,
316005636,,PEGGY MCKENZIE,,,,,,,
316005680,,,,,,,,,
316005716,,SEASPAN TEMPEST,,,,18.1399993896484,7.01999998092651,,
316005748,,,,,,,,,
316005749,,,,,,,,,
316005750,,,,,,,,,
316005757,,,,,,,,,
316005787,,OCEAN VENTURE,,,,18.2900009155273,6.099999904632571,,
316005812,,PACIFIC LION,,,,,,,
316005815,,FORTUNA,,,,13.869999885559098,4.6399998664856,,
316005866,,C20027BC,,CFK5153,,,,,
316005869,,C01503BC,,CFN4113,,,,,
316005873,,C13731BC,,CFN4109,,,,,
316005877,,LAURIER 1,,CFN4105,,,,,
316005882,,,,,,,,,
316005888,,BARTLETT 1,,CG2878,,,,,
316005893,,C14478BC,,CFN4099,,7.53000020980835,,,
316005896,,C03147BC,,CFN4102,,7.32999992370605,,,
316005898,,C05397BC,,CFN4083,,7.32999992370605,,,
316005899,,C05469BC,,CFN4084,,7.2399997711181605,,,
316006050,,,,,,,,,
316006141,,,,,,,,,
316006163,,LASQUETI STORM,,,,,,,
316006510,,,,,,,,,
316006552,,,,,,,,,
316006671,,,,,,,,,
316006785,,JERICHO RESCUE,,,,,,,
316006889,,KINGSWAY,,VG3163,,,,,
316007051,,UROS,,,,,,,
316007146,,,,,,,,,
316007154,,BOLD PURSUIT,,,,18.2900009155273,5.880000114440921,,
316007157,,PAKALOT,,,,,,,
316007168,,SWISH,,,,,,,
316007249,,KEN MOORE,,,,,,,
316007429,,ECHO LARK,,CFN4681,,,,,
316007497,,NAUTILUS,,,,,,,
316007504,,MAZU,,CFK5453,,,,,
316007571,,PATIENCE,,,,,,,
316007577,,NORTHERN LIGHT,,,,13.8400001525879,4.57000017166138,,
316007649,,DOC SWAN,,,,,,,
316007656,,ODYSSEUS,,,,16.4899997711182,5.4899997711181605,,
316007823,,ROBERT HOLMES,,CFN5970,,,,,
316007918,,,,,,,,,
316007921,,ALEXAIRE,,CFC4071,,,,,
316007956,,KERKYRA,,,,11.960000038147,4.03999996185303,,
316007978,,,,,,,,,
316008045,,EXPLORATHOR EXPRESS,,,,14.859999656677198,3.8099999427795397,,
316008046,,EXPLORATHOR II,,,,14.9899997711182,4.86999988555908,,
316008174,,SPIRIT OF SOOKE,,,,,,,
316008556,,ISLAND FURY,,,,14.4499998092651,5.4899997711181605,,
316008578,,G B MEYNELL,,,,,,,
316008793,,RUBICON,,,,12.7399997711182,4.800000190734861,,
316008831,,HARTARO,,,,,,,
316008868,,WESTERN,,,,13.6599998474121,4.1100001335144,,
316008900,,,,,,,,,
316009004,,GOLDEN DAYS,,,,,,,
316009014,,,,,,,,,
316009045,,RIPPLE EFFECT,,CFK9060,,,,,
316009063,,ACHIEVER,,,,,,,
316009241,,,,,,,,,
316009424,,,,,,,,,
316009543,,,,,,,,,
316009810,,,,,,,,,
316009835,,,,,,,,,
316010021,,BERKANA,,CZ2966,,11.1599998474121,3.75,,
316010068,,MOSTLY HARMLESS,,CFG7558,,,,,
316010299,,SOLVEIG,,,,,,,
316010363,,BOONDOGGLE,,CFH8339,,,,,
316010543,,BLAZE,,CY2506,,,,,
316010633,,,,,,,,,
316010643,,,,,,,,,
316010779,,LADYSMITH RESPONDER,,,,,,,
316010959,,WHISKERS III,,,,14.3000001907349,4.5,,
316010973,,HARBOUR SENTINEL,,VX9590,,14.3199996948242,4.30999994277954,,
316011126,,COAST GUARD AUX 14,,,,,,,
316011383,,,,,,,,,
316011438,,,,,,,,,
316011497,,OCEAN BREEZE,,,,,,,
316011505,,WALRONDA,,,,16.7600002288818,4.019999980926509,,
316011516,,STRIKER IV,,,,,,,
316011525,,,,,,,,,
316011607,,AMANITA,,CFN4881,,,,,
316011663,,RAINCOAST SPIRIT,,,,,,,
316011714,,,,,,,,,
316011729,,NORTH ARM WRESTLER,,,,12.279999732971199,5.94000005722046,,
316011730,,,,,,,,,
316011757,,B C SUMMERS,,CZ3460,,,,,
316011769,,EXODUS IV,,,,,,,
316011862,,,,,,,,,
316011868,,,,,,,,,
316011903,,PARITY II,,,,13.109999656677198,4.32000017166138,,
316011912,,SIWASH SENTINEL,,VG9980,,11.8299999237061,3.3800001144409197,,
316011948,,,,,,,,,
316011999,,KARINYA,,,,11.3500003814697,3.75,,
316012014,,,,,,,,,
316012029,,LAHANA II,,,,,,,
316012111,,QUEEN OF DIAMONDS,IMO8989159,,,,,,
316012135,,STEVESTON LIFEBOATS,,VOQQ,,,,,
316012239,,DAME FORTUNE,,,,,,,
316012581,,CANTU,,,,,,,
316012748,,CLUB PARADISE,,CFN5096,,,,,
316013054,,,,,,,,,
316013073,,SPRING FEVER NO 1,,CFG7407,,,,,
316013087,,SEASPAN 201,IMO9462407,,,80.0,20.0,,
316013119,,,,,,,,,
316013198,,NITA MARIA,,CZ3954,,19.5100002288818,6.099999904632571,,
316013228,,,,,,,,,
316013506,,RED SHEILLA,,CFN5335,,13.0900001525879,4.40000009536743,,
316013533,,,,,,,,,
316013544,,LADNER LASS,,,,,,,
316013711,,CFAV GLENDYNE,,CGNF,,29.0,,,
316013819,,OAK BAY SEA RESCUE 2,,,,8.659999847412111,2.44000005722046,,
316013824,,LONE WOLF,,,,13.1999998092651,,,
316013852,,,,,,,,,
316013873,,AEGIS,,CFN6336,,12.119999885559098,4.42000007629395,,
316013875,,,,,,,,,
316013911,,DEFIANT,,,,11.5,3.6300001144409197,,
316013941,,TYEE TITAN,,,,,,,
316014038,,BURRARD CLEANER NO24,,,,6.900000095367429,,,
316014150,,LLYR,,CFN7238,,,,,
316014177,,RCM SAR AUX 20,,CFK5047,,8.22999954223633,3.1500000953674303,,
316014259,,,,,,,,,
316014351,,CASSIOPEIA V,,CFDF,,,,,
316014550,,,,,,,,,
316014609,,LIGHTSHIP NO 1,,,,,,,
316014622,,,,,,,,,
316014774,,KINETIC V,,CFN7367,,,,,
316014857,,DILLIGAF,,,,,,,
316015187,,DISCOVERY SENTINEL,,VG6471,,10.6300001144409,3.3499999046325697,,
316015429,,MAPLEGUARD,,,,8.35000038146973,2.70000004768372,,
316015505,,FDU RHIB 81,,,,,,,
316015689,,CLAIR DE LUNE,,CFN5987,,,,,
316015766,,PERFECT PITCH III,,,,,,,
316015859,,SEAGATE,,CFK9760,,16.3099994659424,4.78000020980835,,
316015947,,AMARAH GABRIEL,,,,,,,
316015948,,,,,,,,,
316015949,,PACIFIC JADE,,,,,,,
316016119,,,,,,,,,
316016132,,DANCE II,,CFN5277,,14.9399995803833,,,
316016148,,RHIB 51,,,,,,,
316016218,,TYMAC PILOT SIX,,VY8962,,13.609999656677198,4.5,,
316016234,,,,,,,,,
316016267,,,,,,,,,
316016328,,GENNI BAY,,,,12.5900001525879,5.4899997711181605,,
316016358,,J'SEA,,CFG7411,,,,,
316016361,,NATURAL HIGH,,,,,,,
316016371,,MICHELLE DIANA,,VG4731,,8.85000038146973,3.0999999046325697,,
316016387,,PACIFIC TITAN,,CFG7490,,,,,
316016415,,,,,,,,,
316016437,,,,,,,,,
316016571,,MARIMBA 2,,CFK9423,,,,,
316016574,,KENCOT,,,,,,,
316016586,,MO'E FISH,,,,,,,
316016593,,RCM-SAR-04B,,,,,,,
316016654,,THOMAS,,,,,,,
316016655,,C16469BC,,CFK9424,,,,,
316016671,,BOSUN,,,,7.25,,,
316016705,,C16610BC,,CFK9432,,,,,
316016881,,C-TOW VICTORIA 1,,CFN6672,,6.599999904632571,2.09999990463257,,
316016916,,GLEN ROVER,,CFN6090,,,,,
316017005,,WIDGEON I,,,,,,,
316017089,,BACALAO,,CFN7087,,,,,
316017103,,BELO II,,,,10.970000267028801,4.03999996185303,,
316017107,,C16612BC,,CFK9512,,,,,
316017182,,TONKA,,,,,,,
316017613,,JOURNEY,,,,,,,
316017644,,YONDER,,CFA2059,,,,,
316017693,,,,,,,,,
316017707,,C16611BC,,CFK9632,,8.03999996185303,,,
316017725,,SILHOUETTE,,,,,,,
316017728,,SPIRIT ODYSSEY,,,,11.8000001907349,,,
316017734,,ORCA MARU,,,,,,,
316017912,,KARMA IV,,,,9.39000034332275,3.66000008583069,,
316018101,,DADDY'S GIRL,,,,12.5,,,
316018102,,RANDOM SPIRIT,,,,18.0799999237061,,,
316018105,,BORBOLETA,,CFK9184,,,,,
316018149,,,,,,,,,
316018224,,RANNOCH,,CFK9718,,9.93000030517578,,,
316018343,,,,,,,,,
316018365,,PACIFIC REFUGE,,CFK9731,,,,,
316018437,,FRASER SURVEYOR,,,,,,,
316018463,,C17471BC,,C17471B,,,,,
316018464,,C17470BC,,CFK9789,,8.03999996185303,,,
316018512,,,,,,,,,
316018542,,,,,,,,,
316018547,,,,,,,,,
316018604,,HARKEN NO 9,,,,,,,
316018605,,HARKEN NO 5,,,,,,,
316018618,,ORCA SPIRIT II,IMO8824581,CFN4478,,27.1800003051758,8.10000038146973,,
316018619,,HARKEN NO 6,,,,,,,
316018634,,DOROTHY MACKENZIE,,,,10.520000457763699,4.3600001335144,,
316018681,,ZEUS,,,,,,,
316018701,,,,,,,,,
316018772,,SCEPTRE COLUMBIA,,,,50.290000915527294,13.5600004196167,,
316018813,,J C MCGREGOR,,,,,,,
316018825,,ASHLEY,,,,,,,
316018852,,CROWN ROYAL,,,,9.75,3.66000008583069,,
316018932,,,,,,,,,
316019268,,TULLY 1,,CFN5523,,,,,
316019281,,,,,,,,,
316019535,,ARGO VI,,CFA2103,,,,,
316019565,,PACIFIC ADVENTURE,,,,,,,
316019624,,AUDACIOUS,,,,8.5,,,
316019822,,ARIES GRACE II,,,,,,,
316020137,,CEILIDH 1,,,,,,,
316020175,,FDU RHIB 99-343-63,,,,,,,
316020208,,LEMANEE,,CFN7364,,,,,
316020229,,MORIA,,,,17.979999542236303,5.230000019073491,,
316020403,,STAND FAST,,,,12.6499996185303,4.51000022888184,,
316020651,,VARNEY RAE,,,,10.970000267028801,4.019999980926509,,
316020705,,,,,,,,,
316020711,,TYMAC AGENT,,,,10.9200000762939,3.5199999809265097,,
316020724,,TYMAC PILOT,,,,10.9200000762939,3.5199999809265097,,
316020728,,JOBEL,,,,,,,
316020903,,,,,,,,,
316020910,,,,,,,,,
316020914,,TOLLY ROGER,,,,,,,
316020948,,GR8 ESCAPE,,CFN5988,,,,,
316021074,,,,,,,,,
316021078,,OCEAN HORIZON,,,,,,,
316021258,,AUXILIARY 1,,,,,,,
316021259,,AUXILIARY 2,,,,,,,
316021278,,MENKAR,,,,13.3999996185303,4.5,,
316021279,,CFAV GLENDALE,,CGQD,,28.190000534057603,,,
316021302,,THUNDERSTRUCK,,,,,,,
316021308,,VALERIE MAY I,,CFN5926,,13.109999656677198,4.1100001335144,,
316021315,,DEMAC II,,,,8.75,3.72000002861023,,
316021327,,ION,,,,,,,
316021382,,BLACK HAWK II,,,,12.8000001907349,5.639999866485599,,
316021412,,,,,,,,,
316021448,,DRAGONFLY,,,,,,,
316021461,,SARAH ELIZABETH II,,CFN5957,,14.25,4.800000190734861,,
316021521,,S ALIENT,,,,11.960000038147,,,
316021661,,WARRIOR,,,,,,,
316021682,,STRAY CAT,,,,,,,
316021712,,GULU,,,,,,,
316021724,,,,,,,,,
316021727,,,,,,,,,
316021728,,,,,,,,,
316021796,,PLAY HOOKY,,,,,,,
316021821,,,,,,,,,
316021901,,FLYTTE,,,,,,,
316021906,,CELTIC SUMMER,,,,15.0,,,
316021988,,CONSTITUTION,,VY9477,,,,,
316021991,,LIONEL D LEDCOR,,,,11.0600004196167,4.71999979019165,,
316022014,,,,,,,,,
316022145,,,,,,,,,
316022151,,XANATOS,,,,,,,
316022296,,WESPAK,,,,,,,
316022392,,SEA SPARROW,,CFK9436,,,,,
316022428,,,,,,,,,
316022435,,,,,,,,,
316022452,,INTREPID IV,,,,,,,
316022498,,HARBOUR PRINCESS,,CFL3442,,,,,
316022518,,BOOGIE WOOGIE,,,,,,,
316022545,,,,,,,,,
316022588,,TRANQUILITY,,,,13.1000003814697,3.8099999427795397,,
316022594,,SPIRIT WIND 1,,,,,,,
316022678,,HARMONY,,CFK9339,,,,,
316022706,,TO THE POINT,,,,15.220000267028801,4.5,,
316022782,,HIGHLAND MYSTE,,,,12.1999998092651,3.79999995231628,,
316022802,,BOREALIS,,,,10.9200000762939,,,
316022827,,WHITE TIGER,,,,,,,
316022883,,,,,,,,,
316022986,,SECOND ECHO,,,,,,,
316023056,,DELIRIUM,,CFN6240,,19.3600006103516,5.32999992370605,,
316023066,,TY-C,,CFN6248,,10.0500001907349,3.2699999809265097,,
316023226,,CUTTER ROCK,,,,16.1499996185303,4.32999992370605,,
316023307,,MIDNIGHT STALKER,,,,,,,
316023365,,SAREBA,,,,,,,
316023437,,PACIFIC ECHO,,CFN6252,,,,,
316023465,,STAR OF VANCOUVER,,,,,,,
316023466,,PRIDE OF VANCOUVER,,,,,,,
316023527,,BRIGADOON V,,,,15.539999961853,4.46999979019165,,
316023667,,WALTZING MATILDA,,,,,,,
316023734,,M J GREEN,,,,,,,
316023736,,SEA MISTRESS,,CFN6350,,,,,
316023761,,ENCORE,,CFK5001,,31.809999465942397,6.78999996185303,,
316023817,,HANA MARI,,,,,,,
316023819,,DISCOVERY DAWN,,,,,,,
316023889,,SIMPLE LIFE,,,,12.039999961853,4.1399998664856,,
316023892,,MAIN ATTRACTION,,,,14.6000003814697,,,
316023909,,ANARKYA,,CFN6374,,,,,
316023952,,TRITON,,CFN6387,,,,,
316023963,,PAPILLON II,,CFN6404,,11.25,3.29999995231628,,
316023966,,THURSDAY'S CHILD,,,,9.39999961853027,,,
316024092,,SANDERLING II,,,,15.0,4.349999904632569,,
316024114,,NORSE CODE,,,,16.9899997711182,5.03000020980835,,
316024119,,SALDI,,,,,,,
316024127,,LEWIS-MCPHEE,,,,,,,
316024151,,JADE WINDS,,,,,,,
316024153,,LADY SUZANNE,,,,13.380000114440902,4.5,,
316024197,,LONG WAY HOME,,,,,,,
316024204,,BELLA,,,,,,,
316024207,,HOLLYBURN,,,,,,,
316024215,,SERENITY NOW II,,,,22.25,6.03999996185303,,
316024373,,FIVE STAR,,CFL4707,,,,,
316024446,,NPA OSPREY,,,,,,,
316024662,,SEA CHANGE,,,,,,,
316024709,,CRESCENT WAVE,,,,,,,
316024728,,BEDLAM,,,,18.2000007629395,5.230000019073491,,
316024742,,TIGERLILY 1,,,,,,,
316024762,,MK VII,,,,7.0,,,
316024871,,FOREVER,,,,,,,
316024872,,DECOY,,,,9.5,,,
316024998,,SPIRIT OF DELTA V,,,,,,,
316025008,,LINDY MARINE,,,,,,,
316025141,,MADRONE,,,,,,,
316025153,,PAGAN,,,,9.11999988555908,,,
316025538,,LAST DANCE,,,,8.80000019073486,,,
316025539,,SEAS THE DAY,,,,,,,
316025573,,OPERATA DE,,CFN6677,,18.2600002288818,5.84000015258789,,
316025644,,PHOENIX HUNTER,,,,,,,
316025723,,WINTERLUDE III,,,,,,,
316025759,,NIRVANA,,,,,,,
316025781,,OFFICE 11,,,,8.409999847412111,,,
316025786,,JERICHO MARKS,,,,6.099999904632571,,,
316025789,,WASAIL,,,,,,,
316025811,,RCMSAR 5,,,,9.30000019073486,,,
316025925,,,,,,,,,
316025968,,GITANO,,,,13.8000001907349,4.48999977111816,,
316026014,,L'IMAGE,,CFK5010,,17.6700000762939,,,
316026026,,THREE BUOYS,,,,16.0,4.71999979019165,,
316026048,,,,,,,,,
316026054,,ABSOLUTELY TEN,,,,,,,
316026113,,PADDINGTON,,,,,,,
316026125,,LA SIRENA GORDA,,,,9.5,,,
316026173,,JACOB HUNTER,,CFK9233,,,,,
316026226,,CHIEFTAIN III,,,,,,,
316026277,,STORM CHASER,,,,7.619999885559079,,,
316026293,,RCM SAR 34,,,,,,,
316026297,,RCM SAR 29,,,,7.32999992370605,2.2999999523162797,,
316026345,,SPARKLE PLENTY,,,,11.0,,,
316026388,,CANSEAU,,,,8.89999961853027,,,
316026447,,C-TOW SIDNEY,,CFK5096,,6.650000095367429,,,
316026448,,MARTINI TIME,,,,15.0,,,
316026474,,MANIFEST,,,,16.7600002288818,5.03000020980835,,
316026483,,BAD NEWS,IMO8772702,,,21.340000152587898,7.92000007629395,,
316026494,,STRUM,,,,15.4200000762939,,,
316026585,,MARIGOLD,,CFN7368,,,,,
316026621,,GAEL FORCE,,,,8.52999973297119,,,
316026666,,IMAGINE,,,,14.0,,,
316026712,,THE WADGE,,,,14.0,,,
316026798,,KUMDIS 3,,,,7.699999809265139,,,
316026903,,,,,,,,,
316026911,,MOTLEY CREW,,,,11.279999732971199,,,
316026941,,CHLOE MARINA,,,,,,,
316027057,,CHINOOK,,CFK5228,,,,,
316027077,,YOLO II,,,,15.0100002288818,4.65999984741211,,
316027337,,SERENDIPITY,,,,,,,
316027339,,BLACK MARLIN,,,,,,,
316027366,,MISS AMARONE,,,,9.14000034332275,,,
316027371,,JERICHO RESCUE TITAN,,,,,,,
316027478,,YELLOWFIN LNDNG CRFT,,,,6.699999809265139,,,
316027479,,ADAGIO,,,,,,,
316027481,,GEORGIA BELLE,,,,8.0,,,
316027506,,RAMBUNXIOUS,,,,11.6000003814697,,,
316027548,,SUN RANGER,,,,,,,
316027562,,PACMAN,,,,,,,
316027563,,CHALINA,,,,,,,
316027580,,,,,,,,,
316027599,,ESPERANZA,,,,,,,
316027675,,HELENE JUNE,,,,,,,
316027733,,VFPA4,,CFK5368,,13.1000003814697,3.8800001144409197,,
316027734,,VFPA5,,CFK5370,,13.1000003814697,3.8800001144409197,,
316027782,,EL NIDO I,,CFK5372,,14.3999996185303,4.269999980926509,,
316027806,,CHRISDA II,,,,19.7900009155273,5.46000003814697,,
316027828,,,,,,,,,
316027829,,MILLER SURVEYOR,,,,,,,
316027852,,DIANE,,CFN6232,,,,,
316027855,,BAD COMPANY,,VD8696,,,,,
316027897,,LOTUS,,,,,,,
316028079,,LIBERTY,,,,15.6700000762939,,,
316028083,,PACIFIC SUNRISE,,CZ9660,,12.6499996185303,3.9000000953674303,,
316028114,,OPSMOBIL,,,,,,,
316028116,,THE BEAST,,,,,,,
316028199,,BLUES TRAVELER,,,,12.0,,,
316028292,,RIVER REBEL,,,,10.3000001907349,4.88000011444092,,
316028294,,ALIKA,,,,,,,
316028342,,SEIREN,,,,,,,
316028344,,GUDGEON,,CFK5456,,,,,
316028368,,MOVING EXPERIENCE,,,,12.3000001907349,4.30000019073486,,
316028373,,CARPE DIEM,,CFK5460,,,,,
316028405,,KACHENKA,,,,,,,
316028413,,BLUE YONDER II,,,,20.270000457763697,5.639999866485599,,
316028425,,JENNELL II,,,,,,,
316028449,,ANCIENT MURRELET,,,,13.0,,,
316028481,,GALATEA,,,,,,,
316028546,,TIR NA N'OG,,CFK5498,,,,,
316028555,,AURA,,,,,,,
316028561,,SAVOY,,CFC9357,,11.3400001525879,3.9600000381469704,,
316028562,,DUNN WORKIN,,,,8.5,,,
316028563,,ABITIBI,,,,,,,
316028569,,SEA N TEA,,,,13.6999998092651,,,
316028581,,BOOMDOGGLE,,CFN6726,,,,,
316028584,,,,,,,,,
316028603,,PETREL,,CFN6730,,,,,
316028676,,,,,,,,,
316028677,,,,,,,,,
316028701,,STERLING,,,,,,,
316028702,,OCEAN BETTY,,,,12.3400001525879,5.94000005722046,,
316028703,,GANGES HAWK,,VY5281,,8.17000007629395,2.9000000953674303,,
316028711,,,,,,,,,
316028722,,TYMAC STORM,,,,,,,
