mmsi,vessel_code,vessel_name,imo,call_sign,l,w,draft,cargo,vessel_group
367630110,1019,GLORY,,WDH5656,,22.559999465942397,,,pleasure
367630370,1019,UNZIPPED 3,,WDH5683,,8.26000022888184,,,pleasure
367630670,1019,CAPE FAIRWEATHER,,WDH5711,,14.869999885559098,,,pleasure
367631070,1019,THE B VER,,WDH5749,,10.4499998092651,4.0,,pleasure
367631540,1019,FREJA,,WDJ5582,,12.9499998092651,,,pleasure
367631740,1019,TIME FOR TWO,,WDH5815,,12.8000001907349,,,pleasure
367632820,1019,NORTH LIGHT,,WDH5920,,11.5799999237061,3.79999995231628,,pleasure
367632970,1019,COLUMBIA,,WDH5936,,14.140000343322802,,,pleasure
367633110,1019,MANA KAI,,WDH5950,,13.5,,,pleasure
367633280,1019,AZZURRE,,WDH5967,,20.6000003814697,,,pleasure
367633650,1019,GEN M,,WDH6000,,13.720000267028801,,,pleasure
367633850,1019,RAPPORT,,WDH6019,,14.630000114440902,,,pleasure
367634260,1019,ISLAND STYLE,,WDH6062,,14.6899995803833,,,pleasure
367634320,1019,BALLAD,,WDH6067,,12.979999542236301,,,pleasure
367634330,1019,MFT SLAYER,,WDH6068,,7.32000017166138,,,pleasure
367634340,1019,PAU HANA,,WDH6069,,11.220000267028801,,,pleasure
367634480,1019,TANGO,,WDH6082,,11.5799999237061,,,pleasure
367634520,1019,JUBILADO,,WDH6085,,11.770000457763699,,,pleasure
367634650,1019,PAPALOTE,,WDH6100,,11.890000343322802,,,pleasure
367634890,1019,AGAMERE,,WDH6126,,14.2600002288818,,,pleasure
367635240,1019,FAVORITE PLACE,,WDH6168,,16.9200000762939,,,pleasure
367635310,1019,CURIOSITY,,WDH6177,37.0,13.1999998092651,4.699999809265139,,pleasure
367635730,1019,SEQUEL,,WDH6220,,9.51000022888184,,,pleasure
367635790,1019,JUS BECAUSE,,WDH6226,,21.9500007629395,,,pleasure
367636270,1019,RUSHMORE,,WDH6272,,27.8600006103516,,,pleasure
367636660,1019,DREAM WEAVER,,WDH6310,,15.3000001907349,,,pleasure
367636890,1019,WILLPOWER,,WDH6335,,14.4200000762939,,,pleasure
367637470,1019,TRUE NORTH,,WDH6392,,11.3100004196167,,,pleasure
367637690,1019,MORNING STAR,,WDH6414,,14.720000267028801,,,pleasure
367638790,1019,SALT HEART,,WDH6517,,20.9699993133545,5.699999809265139,,pleasure
367639810,1019,GRACE,,WDH6612,,10.520000457763699,,,pleasure
367640280,1019,ODYSSEY,,WDH6655,,,,,pleasure
367640420,1019,NORDLYS,,WDH6668,,14.359999656677198,4.5,,pleasure
367640530,1019,GRACEFUL SPIRIT,,WDH6678,,21.7299995422363,,,pleasure
367640650,1019,AVENTURAS,,WDH6689,,16.5499992370605,,,pleasure
367640780,1019,KODIAK,,WDH6701,,19.8999996185303,,,pleasure
367641040,1019,TAPPED OUT,,WDH6725,,15.8500003814697,,,pleasure
367641430,1019,SAHALE,,WDH6768,,15.0,,,pleasure
367642170,1019,BIZ,,WDH6844,,10.970000267028801,,,pleasure
367642280,1019,OHANA,,WDH6854,,12.7399997711182,,,pleasure
367643840,1019,MAGIC,,WDH7010,,12.4099998474121,,,pleasure
367643850,1019,CALUMET,,WDH7011,,11.890000343322802,,,pleasure
367644150,1019,RADIO FLYER,,WDH7039,,12.1899995803833,,,pleasure
367644310,1019,WINDEPENDENT,,WDH7054,,11.979999542236301,,,pleasure
367644940,1019,PILOT PROJECT,,WDH7114,,11.4899997711182,,,pleasure
367645020,1019,ENDEARING,,WDH7121,,15.4499998092651,,,pleasure
367645070,1019,MOCHA,,WDH7128,,9.10999965667725,,,pleasure
367645320,1019,MAGIC CARPET,,WDH7152,,13.6599998474121,,,pleasure
367645480,1019,FESTINA LENTE,,WDH7167,,,,,pleasure
367645890,1019,MOTU,,WDH7209,,13.229999542236301,,,pleasure
367646340,1019,OAXACA,,WDH7251,,15.2399997711182,,,pleasure
367646420,1019,JUNOVIA,,WDH7259,,12.9200000762939,,,pleasure
367646910,1019,DESTINY,,WDH7312,,13.4099998474121,,,pleasure
367647060,1019,MAJESTIK,,WDH7326,,20.4200000762939,,,pleasure
367647280,1019,VELELLA,,WDH7348,,9.329999923706051,,,pleasure
367647390,1019,INSHALLAH,,WDH7363,,14.779999732971199,,,pleasure
367647430,1019,JURY'S OUT,,WDH7366,,12.220000267028801,,,pleasure
367647610,1019,TENACIOUS,,WDH7384,,10.7600002288818,3.70000004768372,,pleasure
367647760,1019,ISLAND STAR,,WDH7400,,21.2399997711182,,,pleasure
367648020,1019,KLEE WYCK,,WDH7427,,14.4499998092651,4.59999990463257,,pleasure
367648430,1019,AVALANCHE,,WDH7465,,16.370000839233402,,,pleasure
367648440,1019,WILD DUCK,,WDH7466,,11.8000001907349,,,pleasure
367648460,1019,MOUNTAIN,,WDH7470,,10.7600002288818,3.5,,pleasure
367648510,1019,CONFIRMED ON BOARD,,WDH7474,,21.8199996948242,,,pleasure
367648570,1019,CAPER,,WDH7480,,19.7800006866455,,,pleasure
367648610,1019,JOLLY RUMBALOW,,WDH7483,,10.8199996948242,3.5,,pleasure
367648650,1019,SONRISA,,WDH7488,,12.1599998474121,3.9000000953674303,,pleasure
367648710,1019,POINTS NORTH III,,WDH7493,,12.8000001907349,4.59999990463257,,pleasure
367649110,1019,SKIPPY,,WDH7531,,14.9399995803833,,,pleasure
367649230,1019,SOJOURN,,WDH7543,,,,,pleasure
367649570,1019,THE PLAN,,WDH7584,,14.479999542236301,,,pleasure
367649650,1019,HOOKOLOHE,,WDH7592,,17.370000839233402,,,pleasure
367650450,1019,TABU SORO,,WDH7671,,11.5799999237061,,,pleasure
367650490,1019,PANACHE,,WDH7676,,16.979999542236303,,,pleasure
367650610,1019,AVENTURA,,WDH7686,,11.0600004196167,,,pleasure
367650680,1019,RIPTIDE,,WDH7693,,,,,pleasure
367650870,1019,BARTAVELLE,,WDH7712,,,,,pleasure
367650950,1019,DIVERSION,,WDH7719,,13.6599998474121,,,pleasure
367651820,1019,PARADISE FOUND,,WDH7804,,17.770000457763697,,,pleasure
367652510,1019,JANE,,WDH7876,,13.1700000762939,,,pleasure
367652750,1019,BARBERIC,,WDH7903,,18.2900009155273,,,pleasure
367653230,1019,SEASON TICKET,,WDH7955,,16.9500007629395,,,pleasure
367653590,1019,NOMATA,,WDH7990,,18.229999542236303,5.5,,pleasure
367653770,1019,AT EASE,,WDH8008,,14.4200000762939,,,pleasure
367653830,1019,WINE N DOWN,,WDH8014,,10.0600004196167,,,pleasure
367653840,1019,AMUR,,WDH8015,,10.8199996948242,,,pleasure
367654220,1019,BLUEBERRY GULL,,WDH8055,,12.8000001907349,,,pleasure
367655240,1019,ADVENTUROUS OHANA,,WDH8157,,14.75,,,pleasure
367655570,1019,BOBTAIL,,WDH8192,,18.6200008392334,,,pleasure
367655820,1019,AL-HIIN,,WDH8215,,,,,pleasure
367655960,1019,VINA DEL MAR,,WDH8228,,12.3400001525879,,,pleasure
367656220,1019,HEY YOU,,WDH8254,,12.7399997711182,4.099999904632569,,pleasure
367656580,1019,TANDEM,,WDH8292,,11.0900001525879,3.5,,pleasure
367657520,1019,GOOD-ON-YAH,,WDH8395,,19.8700008392334,5.400000095367429,,pleasure
367657530,1019,M,,WDH8396,,12.710000038147,4.19999980926514,,pleasure
367657580,1019,IRENE,,WDH8401,,8.14000034332275,2.5999999046325697,,pleasure
367657750,1019,B2,,WDH8417,,13.960000038147,,,pleasure
367658410,1019,ABOUT TIME,,WDH8478,,10.970000267028801,,,pleasure
367658560,1019,HIGH FLIGHT,,WDH8492,,11.0600004196167,,,pleasure
367658770,1019,OXOMOXO,,WDH8512,,12.1899995803833,,,pleasure
367659140,1019,BELLA VITA,,WDH8549,,8.26000022888184,,,pleasure
367659610,1019,WILD HARE,,WDH8594,,13.380000114440902,,,pleasure
367659730,1019,AEOLIAN,,WDH8606,,11.9499998092651,,,pleasure
367660080,1019,JEAN MARIE,,WDH8639,,10.210000038147,,,pleasure
367660260,1019,ELYSIUM,,WDH8659,,12.1000003814697,3.79999995231628,,pleasure
367660390,1019,FORTY NINER,,WDH8678,,21.5499992370605,,,pleasure
367660430,1019,PACIFIC STAR,,WDH8681,,14.9399995803833,,,pleasure
367660550,1019,ARCADIA,,WDH8693,,13.1999998092651,,,pleasure
367660790,1019,SPYGLASS,,WDH8716,,14.0799999237061,,,pleasure
367661160,1019,ORCA,,WDH8757,,9.14000034332275,,,pleasure
367661210,1019,REJOICE,,WDJ5180,,12.1899995803833,3.70000004768372,,pleasure
367661280,1019,DEVOCEAN,,WDH8769,,12.8000001907349,,,pleasure
367661420,1019,STILLWATER,,WDH8782,,16.5799999237061,,,pleasure
367662170,1019,NEW ADVENTURE,,WDH8854,,19.7800006866455,,,pleasure
367662260,1019,NELSEA,,WDH8862,,16.729999542236303,,,pleasure
367662680,1019,STEPPENWOLF,,WDH8906,,11.1599998474121,3.5,,pleasure
367662790,1019,LADY JANET,,WDH8916,,20.3600006103516,6.099999904632571,,pleasure
367663210,1019,VINCENT,,WDH8955,,12.8000001907349,,,pleasure
367663580,1019,EVENT HORIZON,,WDH8990,,14.6599998474121,,,pleasure
367663670,1019,BREAKAWAY,,WDH8998,,12.3100004196167,,,pleasure
367663850,1019,ALLIANCE,,WDH9016,,17.770000457763697,,,pleasure
367664120,1019,ANAMCARA,,WDH9041,,14.359999656677198,,,pleasure
367664990,1019,WINE DOWN,,WDH9137,,21.760000228881804,,,pleasure
367665260,1019,FIRST LIGHT,,WDH9162,,14.539999961853,4.30000019073486,,pleasure
367665490,1019,SIDEWAYS,,WDH9185,,10.8199996948242,,,pleasure
367665540,1019,OWL,,WDH9190,,11.25,,,pleasure
367665920,1019,SUNNY BEACH II,,WDH9227,,13.1700000762939,,,pleasure
367666650,1019,PERSEVERANCE,,WDJ3835,,14.479999542236301,4.099999904632569,,pleasure
367666840,1019,SICK DAY,,WDH9320,,13.380000114440902,,,pleasure
367666970,1019,SHEARWATER,,WDH9334,,14.779999732971199,,,pleasure
367667070,1019,VESPER,,WDH9343,,11.279999732971199,,,pleasure
367667080,1019,ZANZARA,,WDH9344,,15.7600002288818,,,pleasure
367667640,1019,HOKULELE,,WDH9398,,14.75,,,pleasure
367668180,1019,THE RIGHT LIFE,,WDH9449,,18.1399993896484,5.300000190734861,,pleasure
367669110,1019,SEEKER,,WDH9536,,9.02000045776367,,,pleasure
367669260,1019,SEAQUIL,,WDH9553,,16.7600002288818,,,pleasure
367669380,1019,LOOSE WIRE,,WDH9566,,16.9500007629395,5.09000015258789,,pleasure
367670420,1019,TESS,,WDH9670,,11.520000457763699,,,pleasure
367670520,1019,CRESCENDO,,WDH9679,,9.44999980926514,,,pleasure
367670640,1019,OCEAN PSALM,,WDH9691,,12.8000001907349,,,pleasure
367670740,1019,NELIDA,,WDH9701,,19.8099994659424,5.900000095367429,,pleasure
367670770,1019,THALASSA,,WDH9705,,19.5100002288818,,,pleasure
367671050,1019,FANCY FREE,,WDH9732,,12.7399997711182,,,pleasure
367671240,1019,PAIN KILLER,,WDH9752,,14.869999885559098,,,pleasure
367671780,1019,GRACEFUL LADY,,WDH9804,,18.590000152587898,5.300000190734861,,pleasure
367672240,1019,SIREN,,WDH9855,,12.1899995803833,4.0,,pleasure
367672830,1019,KESTREL,,WDH9913,,9.44999980926514,,,pleasure
367673180,1019,NCH' I-WANA,,WDH9946,,16.979999542236303,,,pleasure
367673220,1019,ACADIA,,WDH9949,,10.1499996185303,,,pleasure
367673390,1019,ELAN,,WDH9968,,16.370000839233402,,,pleasure
367673630,1019,QUID SI,,WDH9991,,10.8500003814697,,,pleasure
367673890,1019,OVER-TIME,,WDI2019,,14.779999732971199,,,pleasure
367673950,1019,DISCOVERY,,WDI2025,,11.0900001525879,,,pleasure
367673960,1019,ANANDA,,WDI2026,,9.10999965667725,,,pleasure
367673970,1019,BOUDICCA,,WDI2027,,9.23999977111816,,,pleasure
367674170,1019,CIRRUS,,WDI2048,,21.7299995422363,,,pleasure
367674260,1019,ARCTIC LOON,,WDI2057,,13.75,4.40000009536743,,pleasure
367674620,1019,A COUPLE OF BUCKS,,WDI2090,,12.130000114440902,,,pleasure
367674660,1019,URSULINE,,WDI2094,,10.210000038147,,,pleasure
367674880,1019,THE GREAT ESCAPE,,WDI2115,,18.6200008392334,,,pleasure
367674940,1019,GRACE,,WDI2120,,14.359999656677198,4.5,,pleasure
367675170,1019,OSPREY,,WDI2144,,,,,pleasure
367675280,1019,BRASS MONKEY,,WDI2155,,11.859999656677198,4.5,,pleasure
367675890,1019,SALISH C'S,,WDI2219,,17.6200008392334,,,pleasure
367676690,1019,TONTO,,WDI2293,,9.85000038146973,,,pleasure
367677260,1019,TALMAR,,WDI2352,,14.4200000762939,,,pleasure
367677530,1019,KINGFISHER,,WDI2376,,12.9499998092651,,,pleasure
367677690,1019,HADLEY,,WDI2392,,10.6700000762939,,,pleasure
367677810,1019,L'CHAIM,,WDI2403,,14.4200000762939,,,pleasure
367678360,1019,CHIM CHIM,,WDI2458,,18.8999996185303,8.60000038146973,,pleasure
367678650,1019,FREESTYLE,,WDI2485,,19.1399993896484,,,pleasure
367679790,1019,HAT TRICK,,WDI2598,,11.5799999237061,,,pleasure
367680720,1019,VICTORIA,,WDI2688,,13.1999998092651,4.30000019073486,,pleasure
367681340,1019,FLYING TURTLE,,WDJ6524,,,,,pleasure
367682080,1019,TUMBLEWEED,,WDI2822,,12.8000001907349,,,pleasure
367682280,1019,OTRO PERRO ROJO,,WDI2841,,12.8000001907349,,,pleasure
367682340,1019,AMISTAD,,WDI2846,,11.5799999237061,,,pleasure
367682430,1019,TIMEPEACE,,WDI2854,,10.0600004196167,,,pleasure
367682460,1019,ASTRID SOLVI,,WDI2857,,11.5799999237061,,,pleasure
367682780,1019,INCEPTION,,WDI2890,,17.6800003051758,5.599999904632571,,pleasure
367682920,1019,ISLAND GIRL,,WDI2902,,11.890000343322802,,,pleasure
367683120,1019,SCOTT FREE,,WDI2921,,19.5100002288818,,,pleasure
367683290,1019,DREAM ON,,WDI2938,,19.7800006866455,,,pleasure
367683970,1019,SPIRIT BEAR,,WDI3002,,17.0100002288818,4.90000009536743,,pleasure
367684010,1019,INNISFREE,,WDI3005,,18.6200008392334,,,pleasure
367684240,1019,OFF PISTE,,WDI3028,,,,,pleasure
367684740,1019,HELIOS,,WDI3077,,11.0600004196167,,,pleasure
367685880,1019,BELLE-ILE,,WDI3204,,12.039999961853,,,pleasure
367686170,1019,VIOLET,,WDI3231,,12.3400001525879,,,pleasure
367686290,1019,STORMY,,WDI3242,,14.359999656677198,,,pleasure
367686330,1019,PROTECTOR,,WDI3245,,9.14000034332275,,,pleasure
367687050,1019,METRIDIUM,,WDI3315,,12.710000038147,,,pleasure
367688050,1019,CETACEA,,WDI3412,,15.2399997711182,,,pleasure
367688250,1019,NELLIOTT,,WDI3430,,16.7600002288818,,,pleasure
367688490,1019,POINT OF ARIES,,WDI3454,,10.0,,,pleasure
367689710,1019,SUMO,,WDI3570,,17.370000839233402,,,pleasure
367690060,1019,MINDY,,WDI3607,,21.6700000762939,,,pleasure
367690110,1019,LADY A,,WDI3612,,13.140000343322802,,,pleasure
367691040,1019,FANCY PANTS,,WDI3703,,11.1599998474121,,,pleasure
367691440,1019,ITSAFISHER,,WDI3743,37.0,21.9200000762939,5.900000095367429,,pleasure
367692520,1019,NEVER SAY NEVER,,WDI3845,,22.7700004577637,,,pleasure
367692720,1019,ARGENT,,WDI3865,,13.6899995803833,,,pleasure
367692760,1019,BLUE MARTINI,,WDI3870,,14.3299999237061,4.19999980926514,,pleasure
367692790,1019,INTREPID II,,WDI3873,,11.0,,,pleasure
367692810,1019,MOKIMAK,,WDI3874,,11.609999656677198,,,pleasure
367693430,1019,KATNIP,,WDI3930,,8.86999988555908,,,pleasure
367693660,1019,MINGA,,WDI3953,,13.1700000762939,7.5,,pleasure
367694350,1019,SEA WISDOM,,WDI4023,,13.0500001907349,,,pleasure
367694580,1019,BALAJAN,,WDI4044,,11.4300003051758,,,pleasure
367694610,1019,STARFISH,,WDI4046,,12.529999732971199,,,pleasure
367694970,1019,TRAVELLER,,WDI4085,,12.6800003051758,,,pleasure
367695220,1019,STRAVAIGIN A' DORNE,,WDI4108,,9.30000019073486,,,pleasure
367695570,1019,FIGARO,,WDI4140,,12.890000343322802,,,pleasure
367696240,1019,PHOENIX,,WDI4203,,12.8000001907349,,,pleasure
367696550,1019,VICKY JEAN,,WDI4231,,9.14000034332275,,,pleasure
367697560,1019,PLEIN AIR,,WDI4330,,14.8400001525879,,,pleasure
367697710,1019,JUST ONE,,WDI4344,,13.529999732971199,,,pleasure
367698670,1019,EQUUS,,WDI4441,,,,,pleasure
367698990,1019,SEA CAIRN,,WDI4470,,14.9399995803833,,,pleasure
367699150,1019,FOREVER EXPLORING,,WDI4485,,12.1899995803833,,,pleasure
367699570,1019,REEL EASY,,WDI4525,,9.8100004196167,,,pleasure
367699790,1019,LIMITLESS,,WDI4547,,11.3100004196167,3.5999999046325697,,pleasure
367699820,1019,CHAMPAGNE LULU III,,WDI4549,,,,,pleasure
367700130,1019,LIR,,WDI4597,,,,,pleasure
367700540,1019,FOUR CAPTAINS,,WDI4637,,23.440000534057603,5.800000190734861,,pleasure
367700690,1019,CALYPSO,,WDI4652,,,,,pleasure
367700790,1019,THE LIBRARY,,WDI4663,,13.3199996948242,4.19999980926514,,pleasure
367701430,1019,NALANI,,WDI4736,,16.5499992370605,,,pleasure
367701440,1019,KONOCTI BAY,,WDI4737,,14.020000457763699,,,pleasure
367702740,1019,SKOOKUM,,WDI4855,,12.369999885559098,,,pleasure
367702840,1019,ANNABEL LEE,,WDI4865,,11.0600004196167,,,pleasure
367703010,1019,OTAVA,,WDI4880,,10.9099998474121,4.0,,pleasure
367703410,1019,SPIRIT BEAR,,WDI4919,,13.2600002288818,,,pleasure
367703860,1019,VERA CRUZ,,WDI4969,,12.25,,,pleasure
367703990,1019,CORK,,WDI4983,,11.1599998474121,,,pleasure
367704130,1019,FIDDLER,,WDI4998,,14.020000457763699,,,pleasure
367704530,1019,MINOTAUR I,,WDI5037,,,,,pleasure
367704810,1019,HALLIDAY,,WDI5066,,12.979999542236301,,,pleasure
367706030,1019,MISS MOLLY,,WDI5189,,13.5600004196167,,,pleasure
367706380,1019,L'ATITUDE,,WDI5223,,,,,pleasure
367706710,1019,FREEDOM,,WDI5254,,14.020000457763699,,,pleasure
367707050,1019,CENTURION,,WDI5286,,13.75,,,pleasure
367707510,1019,DEJA BLEU,,WDI5333,,12.1899995803833,,,pleasure
367707530,1019,WAYWARD WIND,,WDI5335,,,,,pleasure
367707840,1019,KODIAK,,WDI5366,,22.8600006103516,,,pleasure
367707910,1019,AURORA,,WDI5372,,10.8199996948242,3.70000004768372,,pleasure
367707970,1019,SASQUATCH,,WDI5379,,12.7399997711182,,,pleasure
367708090,1019,NIMOY IV,,WDI5393,,11.8299999237061,,,pleasure
367708120,1019,SALT,,WDI5395,,11.979999542236301,,,pleasure
367708440,1019,SAKANA,,WDI5428,,10.0600004196167,,,pleasure
367708450,1019,SAKANA,,WDI5429,,16.25,,,pleasure
367708730,1019,RATTY'S WISDOM,,WDI5455,,16.0300006866455,4.699999809265139,,pleasure
367709520,1019,TEMPEST,,WDI5531,,11.520000457763699,,,pleasure
367710140,1019,HARPY,,WDI5589,,10.789999961853,,,pleasure
367710780,1019,ISLAND WANDERER,,WDI5657,,,,,pleasure
367710860,1019,WATER WINGS,,WDI5664,,,,,pleasure
367710890,1019,PHOENIX,,WDI5668,,,,,pleasure
367710920,1019,HOT WATER,,WDI5670,,,,,pleasure
367710940,1019,DAYBREAK,,WDI5673,,,,,pleasure
367710950,1019,ENDLESS OPTIONS,,WDI5674,,,,,pleasure
367710980,1019,SYREN,,WDI5678,,12.0100002288818,3.5999999046325697,,pleasure
367711050,1019,SKOOKUM,,WDI5684,,,,,pleasure
367711820,1019,KNOT TO WORRY,,WDI5757,,,,,pleasure
367712190,1019,PHOENIX,,WDI5796,,,,,pleasure
367713040,1019,ALBA,,WDI5889,,11.520000457763699,3.5,,pleasure
367714080,1019,DARKSIDE,,WDI5991,,,,,pleasure
367714130,1019,SEA HORSE,,WDI5995,,,,,pleasure
367714210,1019,ABSTRACT,,WDI6004,,,,,pleasure
367714320,1019,LUCKY DOG,,WDI6014,,,,,pleasure
367715330,1019,TARA,,WDI6106,,,,,pleasure
367715410,1019,WHARF RAT,,WDI6114,,,,,pleasure
367716020,1019,LOUISA,,WDI6175,,12.279999732971199,,,pleasure
367716250,1019,CROSSFIRE,,WDI6200,,16.9200000762939,4.40000009536743,,pleasure
367716320,1019,LIONESS,,WDI6208,,,,,pleasure
367716670,1019,CINQUE,,WDI6244,,,,,pleasure
367716990,1019,NOSTRA CASA,,WDI6274,,,,,pleasure
367718190,1019,BLUE ANGEL,,WDI6388,,,,,pleasure
367718670,1019,HONEY,,WDI6434,,,,,pleasure
367718870,1019,LA BONBONNIERE,,WDI6454,,,,,pleasure
367719240,1019,AURAI,,WDI6491,,,,,pleasure
367719340,1019,AGNES JEAN,,WDI6501,,,,,pleasure
367719910,1019,NAILDITWICE,,WDI6557,,,,,pleasure
367720450,1019,SPIRIT OF KOA,,WDI6613,,18.0100002288818,5.300000190734861,,pleasure
367720980,1019,GRAY PEARL,,WDI6666,,,,,pleasure
367721330,1019,MAISY,,WDI6698,,,,,pleasure
367721570,1019,SAMBA,,WDI6722,,17.6800003051758,5.199999809265139,,pleasure
367721750,1019,GRACEFUL SPIRIT,,WDI6741,,,,,pleasure
367721830,1019,SOUVENIR,,WDI6749,,17.0100002288818,4.90000009536743,,pleasure
367722050,1019,GOBLIN,,WDI6770,,12.8000001907349,7.400000095367429,,pleasure
367722510,1019,SHERLOCK HOLMES,,WDI6814,,,,,pleasure
367722890,1019,SALTBREAKER,,WDI6851,,,,,pleasure
367723420,1019,SOULMATES,,WDI6905,,,,,pleasure
367723450,1019,AQUAHOLIC,,WDI6908,,,,,pleasure
367723680,1019,TIMBERWOLF,,WDI6931,,,,,pleasure
367724290,1019,MAHALO,,WDI6994,,,,,pleasure
367724430,1019,WATER WINGS,,WDI7008,,,,,pleasure
367725150,1019,BLUE SKY,,WDI7077,,,,,pleasure
367725340,1019,SONADOR,,WDI7101,,,,,pleasure
367725490,1019,SPIRIT,,WDI7115,,12.7399997711182,4.19999980926514,,pleasure
367725690,1019,CATHULHU,,WDI7135,,,,,pleasure
367727140,1019,CHINATSU,,WDI7282,37.0,12.130000114440902,4.40000009536743,,pleasure
367727250,1019,SEA FEVER,,WDI7293,,,,,pleasure
367728120,1019,SHANNON,,WDI7376,,,,,pleasure
367728350,1019,DONNA JEAN,,WDI7400,,,,,pleasure
367728930,1019,URSA MINOR,,WDI7457,,,,,pleasure
367728940,1019,IOLANI,,WDI7459,,,,,pleasure
367729240,1019,ANAM CARA,,WDI7488,,,,,pleasure
367729350,1019,RELIANCE,,WDI7500,,,,,pleasure
367729610,1019,ZEPHYR,,WDI7530,,13.4099998474121,,,pleasure
367729650,1019,PORTOFINO,,WDI7534,,,,,pleasure
367730560,1019,ENDURANCE,,WDI7629,,7.32000017166138,,,pleasure
367730650,1019,PACEM,,WDI7638,,,,,pleasure
367730750,1019,RAVENS EYE,,WDI7647,,,,,pleasure
367730810,1019,DAYDREAM,,WDI7652,,,,,pleasure
367731170,1019,PARAGON,,WDI7687,,,,,pleasure
367731190,1019,AROPA,,WDI7689,,11.0900001525879,,,pleasure
367731990,1019,WINDSOME,,WDI7764,,12.9200000762939,3.9000000953674303,,pleasure
367732060,1019,EVA DELIGHT,,WDI7770,,11.9499998092651,3.9000000953674303,,pleasure
367732410,1019,THE WHITE BOAT,,WDI7807,,,,,pleasure
367732830,1019,TRITON,,WDI7850,,,,,pleasure
367733380,1019,MAKE IT SO,,WDI7905,,18.2900009155273,5.400000095367429,,pleasure
367733430,1019,SEA FOX II,,WDI7909,,,,,pleasure
367733630,1019,MOHANA,,WDI7928,,,,,pleasure
367733860,1019,DREAM CATCHER,,WDI7954,,11.9499998092651,3.9000000953674303,,pleasure
367733910,1019,MALO,,WDI7958,,,,,pleasure
367734870,1019,CHARLEVOIX,,WDI8056,,14.720000267028801,4.800000190734861,,pleasure
367735180,1019,KESAMOKKI,,WDI8089,,,,,pleasure
367735260,1019,HIATUS,,WDI8098,,10.0600004196167,,,pleasure
367735730,1019,SEAFARER,,WDI8148,,,,,pleasure
367736480,1019,AFTERMATH,,WDI8228,,11.520000457763699,,,pleasure
367736490,1019,KODIAK,,WDI8230,,,,,pleasure
367736710,1019,SIMBA,,WDI8251,,,,,pleasure
367736760,1019,SEA BORNE,,WDI8256,,13.1999998092651,4.699999809265139,,pleasure
367737340,1019,GLACIER BLUE,,WDI8312,,,,,pleasure
367738080,1019,TEMPO,,WDI8385,,13.4099998474121,,,pleasure
367738310,1019,MORNING STAR,,WDI8405,,,,,pleasure
367738710,1019,SALISH SHORES,,WDI8445,,,,,pleasure
367738860,1019,SIRIUS,,WDI8464,,,,,pleasure
367738870,1019,AURORA,,WDI8465,,,,,pleasure
367739070,1019,WATERFRONT,,WDI8485,,,,,pleasure
367740110,1019,VINCA,,WDI8585,,,,,pleasure
367740290,1019,ELEVEN,,WDI8606,,12.7399997711182,,,pleasure
367740630,1019,SEA ROSE,,WDI8640,37.0,20.479999542236303,5.699999809265139,,pleasure
367740870,1019,AVALON,,WDI8662,,,,,pleasure
367741230,1019,SILVER GIRL,,WDI8695,,,,,pleasure
367741770,1019,IRISH MIST,,WDI8749,,,,,pleasure
367741840,1019,GRAND TIMES,,WDI8755,,,,,pleasure
367742050,1019,LIGHTEN UP,,WDI8775,,,,,pleasure
367742250,1019,GINGER,,WDI8793,,,,,pleasure
367742370,1019,STARSHIP,,WDI8805,,,,,pleasure
367742590,1019,PURA VIDA,,WDI8834,,,,,pleasure
367742750,1019,SAGE,,WDI8848,,,,,pleasure
367743090,1019,TRESOLE,,WDI8882,,,,,pleasure
367743170,1019,MORNING STAR,,WDI8890,,,,,pleasure
367743650,1019,NICOLA B,,WDI8936,,,,,pleasure
367744020,1019,RENAISSANCE,,WDI8974,,,,,pleasure
367744240,1019,TONIC,,WDI8995,,14.390000343322802,4.800000190734861,,pleasure
367744420,1019,TUCKHUT,,WDI9013,,,,,pleasure
367744660,1019,LAKESIDER,IMO8981793,WDI9041,,28.0,,,pleasure
367744960,1019,CONFETTI,,WDI9071,,13.4099998474121,4.0,,pleasure
367745280,1019,DISCWORLD,,WDI9102,,,,,pleasure
367745330,1019,ALLUREA,,WDI9108,,,,,pleasure
367746360,1019,GRATITUDE,,WDI9208,,16.25,,,pleasure
367746370,1019,MISS T,,WDI9209,,8.98999977111816,,,pleasure
367746390,1019,KAMA HELE,,WDI9211,,,,,pleasure
367746570,1019,TEMPO,,WDI9228,,,,,pleasure
367746610,1019,SUELTAME,,WDI9231,,,,,pleasure
367746750,1019,EXCELLENT ADVENTURE,,WDI9245,,,,,pleasure
367747020,1019,FORTUNATE,,WDI9271,,13.109999656677198,,,pleasure
367748060,1019,OTTER,,WDI9381,,,,,pleasure
367748420,1019,VICKIE LYNN,,WDI9415,,,,,pleasure
367748660,1019,VENTURE MORE,,WDI9443,,,,,pleasure
367749140,1019,MURUCHO,,WDI9491,,,,,pleasure
367749370,1019,KAILANI,,WDI9513,36.0,,,,pleasure
367749570,1019,REVELRY,,WDI9531,,,,,pleasure
367750070,1019,QUEEQUEG,,WDI9579,,,,,pleasure
367750130,1019,THE OFFICE,,WDI9584,,,,,pleasure
367750410,1019,HYLITE,,WDI9610,,14.9399995803833,4.30000019073486,,pleasure
367751170,1019,SUNRISE,,WDI9687,,,,,pleasure
